3.975138798268876844e-09,0.000000000000000000e+00
7.747818511328431395e-09,0.000000000000000000e+00
1.123467025924478654e-08,0.000000000000000000e+00
1.468586489277286002e-08,0.000000000000000000e+00
1.855461909948684931e-08,0.000000000000000000e+00
2.202856063487965919e-08,0.000000000000000000e+00
2.577813034311743575e-08,0.000000000000000000e+00
2.923902795121893611e-08,0.000000000000000000e+00
3.288144272700277071e-08,0.000000000000000000e+00
3.691086199530074835e-08,0.000000000000000000e+00
4.054469911259699967e-08,0.000000000000000000e+00
4.407890427916853635e-08,0.000000000000000000e+00
4.776335462022623306e-08,0.000000000000000000e+00
5.138020753739912428e-08,0.000000000000000000e+00
5.496166600988452260e-08,0.000000000000000000e+00
5.838238176253122515e-08,0.000000000000000000e+00
6.240195397898427590e-08,0.000000000000000000e+00
6.579585211014049632e-08,0.000000000000000000e+00
6.958406737587944765e-08,0.000000000000000000e+00
7.320616392096662457e-08,0.000000000000000000e+00
7.656597401892763660e-08,0.000000000000000000e+00
8.062717114083672022e-08,0.000000000000000000e+00
8.410008611761192725e-08,0.000000000000000000e+00
8.789279353078621679e-08,0.000000000000000000e+00
9.123241396285592334e-08,0.000000000000000000e+00
9.481612146459460265e-08,0.000000000000000000e+00
9.849470909994447412e-08,0.000000000000000000e+00
1.020914563678952980e-07,0.000000000000000000e+00
1.058446004852788445e-07,0.000000000000000000e+00
1.094689918388524415e-07,0.000000000000000000e+00
1.130873409325685987e-07,0.000000000000000000e+00
1.168841740745112902e-07,0.000000000000000000e+00
3.737189143126629279e-09,0.000000000000000000e+00
7.579068067098469049e-09,0.000000000000000000e+00
1.119556709685033523e-08,0.000000000000000000e+00
1.468251598973578983e-08,0.000000000000000000e+00
1.847306252630996942e-08,0.000000000000000000e+00
2.195000404883452582e-08,0.000000000000000000e+00
2.555498142840391008e-08,0.000000000000000000e+00
2.943475634822588564e-08,0.000000000000000000e+00
3.317663186175635657e-08,0.000000000000000000e+00
3.672276854248476190e-08,0.000000000000000000e+00
4.043796559826546527e-08,0.000000000000000000e+00
4.418213120165977460e-08,0.000000000000000000e+00
4.744790016757839157e-08,0.000000000000000000e+00
5.112827615788681061e-08,0.000000000000000000e+00
5.483984638102110588e-08,0.000000000000000000e+00
5.871728988950569230e-08,0.000000000000000000e+00
6.229281015475134418e-08,0.000000000000000000e+00
6.564821847380656998e-08,0.000000000000000000e+00
6.969015353799620227e-08,0.000000000000000000e+00
7.330966610206909017e-08,0.000000000000000000e+00
7.701727731583455776e-08,0.000000000000000000e+00
8.037293939513216616e-08,0.000000000000000000e+00
8.416743833265852091e-08,0.000000000000000000e+00
8.751199506491854212e-08,0.000000000000000000e+00
9.135683708658497153e-08,0.000000000000000000e+00
9.506669064655233274e-08,0.000000000000000000e+00
9.879443329259072347e-08,0.000000000000000000e+00
1.024965075944923566e-07,0.000000000000000000e+00
1.061560687313575847e-07,0.000000000000000000e+00
1.097745536191968291e-07,0.000000000000000000e+00
1.131701819204668475e-07,0.000000000000000000e+00
1.170003833694409127e-07,0.000000000000000000e+00
4.069501861111098025e-09,0.000000000000000000e+00
7.653370764784767198e-09,0.000000000000000000e+00
1.133976763721220514e-08,0.000000000000000000e+00
1.488559995478241001e-08,0.000000000000000000e+00
1.865996723265009839e-08,0.000000000000000000e+00
2.217525174737729323e-08,0.000000000000000000e+00
2.579793715200639881e-08,0.000000000000000000e+00
2.944009215562617780e-08,0.000000000000000000e+00
3.282585776738914212e-08,0.000000000000000000e+00
3.650967628170436800e-08,0.000000000000000000e+00
4.039948489829086688e-08,0.000000000000000000e+00
4.402774616513302435e-08,0.000000000000000000e+00
4.744908711146691024e-08,0.000000000000000000e+00
5.139493445018823430e-08,0.000000000000000000e+00
5.494611181058214180e-08,0.000000000000000000e+00
5.859537944406021350e-08,0.000000000000000000e+00
6.224484229731166983e-08,0.000000000000000000e+00
6.595288550300748636e-08,0.000000000000000000e+00
6.951232637472135270e-08,0.000000000000000000e+00
7.310520713461880234e-08,0.000000000000000000e+00
7.682693841794634899e-08,0.000000000000000000e+00
